area_id,num_transactions,population,age_0_17,age_18_64,age_65+
E05011245,30215,13961,3476,8561,1924
E05011246,13521,13136,4072,8218,846
E05011247,31288,15771,5008,9523,1240
E05011248,39370,14813,4034,9058,1721
E05011249,56820,8814,1710,5155,1949
E05011250,22533,12219,3447,7483,1289
E05011251,18909,16306,4497,10262,1547
E05011252,58448,15099,3012,10137,1950
E05011253,38939,13733,3695,8791,1247
E05011254,197406,8907,1980,5526,1401
E05011255,214427,12085,2173,7927,1985
E05011462,12060,11779,2560,7574,1645
E05011463,11913,15455,3455,10269,1731
E05011464,27585,16620,4368,10447,1805
E05011465,15468,20095,5828,12779,1488
E05011466,8574,12446,2800,7496,2150
E05011467,62380,16775,3803,11159,1813
E05011468,10949,13406,3302,9385,719
E05011469,7280,10264,2360,6184,1720
E05011470,4791,11652,3971,6454,1227
E05011471,3876,11118,3088,6571,1459
E05011472,42428,13884,3354,8801,1729
E05011473,46956,9036,1959,5682,1395
E05011474,4297,9232,2005,5266,1961
E05011475,3463,5236,1115,3154,967
E05011476,14629,18855,4030,11603,3222
E05011477,8709,10816,2487,6818,1511
E05011478,5999,16107,3307,9342,3458
E05011479,13883,10450,2967,6419,1064
E05011480,4893,10803,2292,6437,2074
E05011481,3579,9881,1938,6038,1905
E05011482,14306,12940,2768,7675,2497
E05011483,7089,11246,2731,6677,1838
E05011484,16582,15233,3223,10323,1687
E05011485,43308,18010,4752,11588,1670
E05011486,34219,17298,4762,10841,1695
E05011487,11866,15592,4160,9750,1682
E05011488,24172,18271,5099,11378,1794
E05011489,82226,17570,4682,11401,1487
