area_id,num_transactions,population,age_0_17,age_18_64,age_65+
E05011241,48682,13406,3092,8507,1807
E05011242,25511,13423,3074,8517,1832
E05011243,36716,15214,3708,9115,2391
E05011244,22993,14245,3889,9176,1180
E05011245,25804,13961,3476,8561,1924
E05011246,11173,13136,4072,8218,846
E05011247,32604,15771,5008,9523,1240
E05011248,35731,14813,4034,9058,1721
E05011249,53658,8814,1710,5155,1949
E05011250,21878,12219,3447,7483,1289
E05011251,15880,16306,4497,10262,1547
E05011252,51913,15099,3012,10137,1950
E05011253,34032,13733,3695,8791,1247
E05011254,170376,8907,1980,5526,1401
E05011255,204590,12085,2173,7927,1985
E05011462,11186,11779,2560,7574,1645
E05011463,11589,15455,3455,10269,1731
E05011464,25710,16620,4368,10447,1805
E05011465,15561,20095,5828,12779,1488
E05011466,7591,12446,2800,7496,2150
E05011467,60091,16775,3803,11159,1813
E05011468,9170,13406,3302,9385,719
E05011469,6025,10264,2360,6184,1720
E05011470,4012,11652,3971,6454,1227
E05011471,4678,11118,3088,6571,1459
E05011472,40319,13884,3354,8801,1729
E05011473,45464,9036,1959,5682,1395
E05011474,4156,9232,2005,5266,1961
E05011475,3721,5236,1115,3154,967
E05011476,12845,18855,4030,11603,3222
E05011477,7422,10816,2487,6818,1511
E05011478,5685,16107,3307,9342,3458
E05011479,12848,10450,2967,6419,1064
E05011480,4921,10803,2292,6437,2074
E05011481,3463,9881,1938,6038,1905
E05011482,14155,12940,2768,7675,2497
E05011483,6890,11246,2731,6677,1838
E05011484,14407,15233,3223,10323,1687
E05011485,40007,18010,4752,11588,1670
E05011486,34132,17298,4762,10841,1695
E05011487,10334,15592,4160,9750,1682
E05011488,23468,18271,5099,11378,1794
E05011489,79006,17570,4682,11401,1487
